kind	jp_off	us_off	jp	us
1:1	00D215	00D259	(防【105】が【123】にかかっている)	(There's armor hanging on the wall.)
1:1	00D230	00D27E	(ハンターが【212】につける防【105】だ)	(This armor is worn by hunters.
1:1	00D24F	00D29E	(かなり【185】い【61】んであるな…)	It's been through quite a bit.)
1:1	00D26C	00D2BE	(【70】【105】【204】の【40】【212】が【113】に【213】がっている)	(Tools have fallen onto the floor.)
~1:1	00D29C	00D2EF	【214】しけりゃ【167】ってけよ	You want it? It's yours.
~2:1	00D2B1	00D308	どうせ、【215】には【185】えねえんだ <1E>いる)	I can't use it, anyways.
~1:1	00D2E1	00D32E	【214】しけりゃ【167】ってけよ	You want it? It's yours.
~1:1	00D2F6	00D347	どうせ、【215】には【185】えねえんだ	I can't use it, anyways.
~2:1	00D311	00D360	<1E>いる) (ハンターの【185】う【70】【105】だ…)	(They're hunter's tools.
~1:1	00D334	00D379	(どれも【216】い【128】【185】ってないらしい)	These haven't been used in a while.)
~1:1	00D355	00D39E	【17】に【13】る	Leave
~1:1	00D35E	00D3A4	やめる	Stay
~1:1	00D365	00D3A9	(【123】をくり【181】いて【179】を【111】ってある)	(The wall has been hollowed out.)
~1:1	00D386	00D3CB	(【72】物が【41】ったつぽが【217】んでいる)	(The pots are filled with grain.)
~1:1	00D3A7	00D3ED	(【123】をくり【181】いて【179】を【111】ってある)	(The wall has been hollowed out.)
~1:1	00D3C8	00D40F	(【72】物や【180】のつぽが【217】んでいる)	(Pots filled with grain and oil.)
~1:1	00D3E7	00D431	(【110】さなテープルだ)	(It's a small table.)
~1:1	00D3FC	00D447	(【86】【218】【87】のテープルだけど…)	(It's a dining table, but...
~1:1	00D419	00D464	(せいぜいひとり【219】の【56】きさしかないな)	it's only big enough for one.)
~1:1	00D440	00D483	(【36】がめが【82】いてある)	(There's a water jug here.)
~1:1	00D457	00D49F	(きれいな【36】が【41】っている…【191】み【36】だな)	(Clean drinking water.)
~1:1	00D47E	00D4B7	(【110】さなイスが【82】いてある)	(There's a small chair here.)
~1:1	00D499	00D4D5	(ごく【175】【178】なつくりのイスだ)	(It's a simple chair.)
~1:1	00D4B6	00D4EC	(【31】の【25】や【220】が【41】ったかごだ)	(It's full of nuts and seeds.)
~1:1	00D4D3	00D50B	(【84】たことのない【31】の【25】だ)	(Never seen this type of nut before.
~1:1	00D4EE	00D530	(【88】からは、こんな物がとれるのか…)	It must be from the forest.)
~1:1	00D513	00D54D	(たき【31】に【124】をかぷせてある)	(Firewood under some cloth.)
~1:1	00D530	00D56A	(いいたき【31】だ…【88】の【202】くだからかな)	(This wood must be from the forest.)
~1:1	00D555	00D58F	(【184】【34】からランブが【153】ってある)	(A lamp is hanging from the ceiling.)
~1:1	00D574	00D5B5	(【221】【222】ランブを【223】【190】した物だ…)	(A crudely constructed lamp.)
~1:1	00D593	00D5D3	(【110】さなイスが【82】いてある)	(There's a small chair there.)
~1:1	00D5AE	00D5F2	(ごく【175】【178】なつくりのイスだ)	(It's a simple chair.)
~1:1	00D5CB	00D609	(【123】をくり【181】いて【179】を【111】ってある)	(The wall has been hollowed out.)
~1:1	00D5EC	00D62B	(【86】【224】の【41】った【179】だ…)	(It's a shelf full of tableware...)
~1:1	00D603	00D64F	(【119】【131】をするためのかまどだ)	(It's a cooking stove.)
~1:1	00D620	00D667	(【110】さなかまどだ…)	(It's a small stove...
~1:1	00D635	00D67E	(でも、よく【83】【41】れされている)	but it's well taken care of.)
~1:1	00D654	00D69C	(【153】り【113】が【123】に【107】りつけてある)	(A hammock is set to the wall.)
~1:1	00D673	00D6BC	(【189】【190】りの【153】り【113】だ)	(It's a hammock.)
~1:1	00D688	00D6CE	(【56】きな【151】が【82】いてある)	(It's a very durable desk.)
~1:1	00D6A1	00D6EA	(【225】【226】そうな【111】【227】【151】だ)	(A solid looking desk.)
~1:1	00D6B8	00D702	(素【97】きの【228】【224】が【82】いてある)	(The pottery is unglazed.)
~1:1	00D6D5	00D71D	(【40】【212】はからっぼだ…)	(It's empty...)
~1:1	00D6EC	00D72D	(【229】いた【230】物が【51】てかけてある)	(Rolled textiles are stored here.)
~1:1	00D70B	00D750	(【231】いけど、【226】【232】そうな生【37】だ)	(Made from rough, but firm material.)
~1:1	00D72A	00D776	(あのつぽは【182】【30】【41】りらしい)	(This pot contains medicine.)
~1:1	00D747	00D794	(この【233】い…)	(This smell...
~1:1	00D756	00D7A3	(攻性生物の【234】く【235】を【40】【236】する【182】だ)	This neutralizes the monsters' acid.)
~1:1	00D779	00D7C9	(【56】きな【70】【105】【204】に【124】をかぷせてある)	(A big toolbox is under the cloth.)
~1:1	00D79C	00D7ED	(この【70】【105】【204】、ずっと【5】ってあるのかな)	(It has been here for a long time.)
~1:1	00D7C3	00D811	(【70】【105】【204】が【82】いてある)	(It's a toolbox.)
~1:1	00D7DA	00D823	(ずいぷん【33】ぴた【204】だな…)	(A very old toolbox.)
~1:1	00D7F5	00D839	(【237】【238】に銃が【50】ってある)	(There's a gun on the shrine.
~1:1	00D80E	00D857	(【239】りの無【218】を【240】るためのしきたりだ)	A blessed gun for a good hunt?)
1:1	00D840	00D884	それにさわるな！	Don't touch that!
1:1	00D85E	00D8A3	ご、ごめん…	I... I'm sorry.
1:1	00D86B	00D8B3	【66】しい銃だから、つい…	It's such a rare gun, so...
~1:1	00D88F	00D8DC	ほう、わかるか？	Oh, you can tell, eh?
~1:1	00D8A0	00D8F2	それほどの【59】【48】はめったに【84】られんぞ	This is no decoration!
~2:1	00D8C3	00D909	) …それはな、ワシの【241】【128】【242】の形【84】だ	It's a shrine for my fallen comrades.
~3:1	00D8E6	00D92F	<!A5> ) 【216】【243】、生【244】をともにした【245】【40】だったが…	We fought in countless battles...
~1:1	00D90F	00D951	みんな、攻性生物に【246】されてしまった	They were all killed by the monsters,
~1:1	00D932	00D977	ワシと、あとひとりを【247】いてな	leaving me, and one other...
1:1	00D95C	00D9A1	あとひとり？	There's another?
1:1	00D976	00D9BF	そいつの【218】は、もうどうでもいい	Forget about him.
1:1	00D995	00D9D1	とにかく、【241】【128】の【248】を【249】たねぱならん	Anyway, I'll avenge their deaths.
1:1	00D9B8	00D9F3	おまえもハンターなら、わかるだろう	If you're a hunter, you'll understand.
1:1	00D9DB	00DA1A	(【250】れているけど、【51】【186】な銃だ…)	(It's broken now, but was a powerful
1:1	00D9FC	00DA3F	(【74】【75】【76】の【157】【30】も【185】ってある)	weapon a long time ago.)
1:1	00DA19	00DA58	(ランブが【113】に【82】いてある)	(There are tools hanging on the wall.)
1:1	00DA34	00DA7F	(ハンターがよく【185】う【221】【222】ランブだ)	(A portable lamp, used by hunters.)
1:1	00DA57	00DAA3	(【123】に【70】【105】がかけてある)	(There are tools hanging on the wall.)
1:1	00DA70	00DACA	(攻性生物をパラすための【70】【105】だ)	(They're tools for gutting monsters.)
1:1	00DA91	00DAF0	(【56】きな【151】が【82】いてある)	(It's a very durable desk.)
1:1	00DAAA	00DB0C	(【225】【226】そうな【111】【227】【151】だ)	(A solid looking desk.)
1:1	00DAC1	00DB24	(素【97】きの【228】【224】が【82】いてある)	(The pottery is unglazed.)
1:1	00DADE	00DB3F	(【40】【212】はからっぼだ…)	(It's empty...)
1:1	00DAF5	00DB4F	(【229】いた【230】物が【51】てかけてある)	(Rolled textiles are stored here.)
1:1	00DB14	00DB72	(【231】いけど、【226】【232】そうな生【37】だ)	(Made from rough, but firm material.)
1:1	00DB33	00DB98	(あのつぽは【182】【30】【41】りらしい)	(This pot contains medicine.)
1:1	00DB50	00DBB6	(この【233】い…)	(This smell...
1:1	00DB5F	00DBC5	(攻性生物の【234】く【235】を【40】【236】する【182】だ)	This neutralizes the monsters' acid.)
1:1	00DB82	00DBEB	(【56】きな【70】【105】【204】に【124】をかぷせてある)	(A big toolbox is under the cloth.)
1:1	00DBA5	00DC0F	(【251】【202】、【40】【212】を【167】ち【13】したみたいだな)	(It has been here for a long time.)
1:1	00DBCA	00DC33	(【70】【105】【204】が【82】いてある)	(There's a toolbox here.)
1:1	00DBE1	00DC4D	(【40】【212】はほとんど【167】ち【13】されてるな…)	(Most of the contents were taken out
1:1	00DC06	00DC72	(【100】ってるのは、これだけか)	and that's all that's left.)
1:1	00DC23	00DC8F	(【204】の【40】はからっぼだ…)	(It's empty...)
1:1	00DC3C	00DC9F	(【237】【238】に銃を【50】るための【201】【252】だ…)	(It's the pedestal for the gun.)
1:1	00DC5D	00DCC0	(銃の【201】【252】だけが【100】っている)	(Only the pedestal remains.
1:1	00DC7A	00DCDC	(【251】【202】、銃を【167】ち【13】したらしい…)	Looks like he recently took the gun.)
1:1	00DC9B	00DD02	(【123】に【70】【105】がかけてある)	(There are tools hanging on the wall.)
1:1	00DCB4	00DD29	(攻性生物をパラすための【70】【105】だ)	(They are used to gut monsters.)
1:1	00DCD5	00DD4A	【17】に【13】る	Leave
1:1	00DCDE	00DD50	やめる	Stay
1:1	00DCE5	00DD55	【17】に【13】る	Leave
1:1	00DCEE	00DD5B	やめる	Stay
1:1	00DCF5	00DD60	(つぽが【82】いてある)	(Large glazed pottery.)
1:1	00DD0A	00DD78	(つぽの【40】の【192】が【253】を【5】っている…)	(The drinks in the pots are glowing.)
1:1	00DD2D	00DD9E	(あのつぽはとくに【56】きいな)	(That pot is huge.)
1:1	00DD4A	00DDB2	(あのつぽはとくに【56】きいけど…)	(This pot is big.
1:1	00DD6B	00DDC4	(【40】【212】も【254】と【255】うのかな？)	I wonder what's inside of it.)
1:1	00DD86	00DDE3	(あんな【44】に【21】がついている)	(It leads to another room.)
1:1	00DDA3	00DDFF	(この【256】の【257】【144】の【157】【89】らしい)	(It's a room for the bar's owner.)
1:1	00DDC0	00DE22	(【56】きな【258】【190】機が【82】いてある)	(There's a big brewing machine here.)
1:1	00DDDD	00DE48	(ここで【192】を【111】っているのか…)	(Are they making the drinks here?)
1:1	00DDFC	00DE6B	(【136】【137】な【228】【224】に【192】が【43】まっている)	(The containers are transparent.)
1:1	00DE1D	00DE8D	(攻性生物の【259】で【111】った【228】【224】だ)	(It's made from a monster's shell.
1:1	00DE3C	00DEB0	(【40】【212】がすけるほど【260】く【261】ってある…)	The containers are transparent.)
1:1	00DE61	00DED1	(【56】きなテープルが【13】してある)	(That table's seen a few bar fights.)
1:1	00DE80	00DEF7	(【31】【210】のテープルだ)	(It is full of deep gashes.)
1:1	00DE95	00DF14	(【56】きなテープルが【13】してある)	(That table's seen a few bar fights.)
1:1	00DEB4	00DF3A	(【31】【210】のテープルだ)	(It is full of deep gashes.)
1:1	00DEC9	00DF57	【17】に【13】る	Leave
1:1	00DED2	00DF5D	やめる	Stay
1:1	00DED9	00DF62	(【21】がテープルでふさがれている)	(The door is blocked by the tables.)
1:1	00DEFA	00DF87	(ここからは【13】られないな)	(I can't get out from here.)
1:1	00DF15	00DFA4	(つぽが【82】いてある)	(These pots are plain but durable.)
1:1	00DF2A	00DFC8	(つぽの【40】の【192】が【253】を【5】っている…)	(The drinks in the pots are glowing.)
1:1	00DF4D	00DFEE	(つぽにはふたがしてある)	(The pots are covered with lids.)
1:1	00DF68	00E010	(あのつぽはとくに【56】きいな)	(That pot is huge.)
1:1	00DF85	00E024	(あのつぽはとくに【56】きいけど…)	(That pot is big!
1:1	00DFA6	00E036	(【40】【212】も【254】と【255】うのかな？)	I wonder what's inside of it.)
1:1	00DFC1	00E055	(あんな【44】に【21】がついている)	(It's a passage to another room.)
1:1	00DFDE	00E077	(この【256】の【257】【144】の【157】【89】らしい)	(It's a room for the bar's owner.)
1:1	00DFFB	00E09A	(【56】きな【258】【190】機が【82】いてある)	(There's a big brewing machine here.)
1:1	00E025	00E0CD	あ、それ？ お【192】の【262】【119】よ	Oh, that? It's our secret ingredient.
1:1	00E03E	00E0F3	攻性生物の体【263】なんだけど…	It's the body fluid of the monsters.
1:1	00E059	00E118	お【264】が【96】【265】【266】がるから、【267】【268】にしといてね	We don't want word of that to get out.
1:1	00E08D	00E14C	あ、それ？ お【192】の【262】【119】よ	Oh, that? It's our secret ingredient.
1:1	00E0A6	00E172	攻性生物の体【263】なんだけど…	It's the body fluid of the monsters.
1:1	00E0C1	00E197	お【264】が【96】【265】【266】がるから、【267】【268】にしといてね	We don't want word of that to get out.
1:1	00E0E8	00E1BE	(ここで【192】を【111】っているのか…)	(Are they making the drinks here?)
1:1	00E107	00E1E1	(【136】【137】な【228】【224】に【192】が【43】まっている)	(The containers are transparent.)
1:1	00E128	00E203	(攻性生物の【259】で【111】った【228】【224】だ)	(It's made from a monster's shell.
1:1	00E147	00E226	(【40】【212】がすけるほど【260】く【261】ってある…)	The containers are transparent.)
1:1	00E16C	00E247	(【264】の【252】るイスがかたづけてある)	(Chairs for the customers.)
1:1	00E18D	00E263	(【264】の【252】るイスだ…)	(Chairs for the customers...
1:1	00E1A2	00E280	(どれも【185】い【61】んであるな)	Not made out of monster parts.)
1:1	00E1BD	00E2A0	(テープルがかたづけてある)	(The tables are set aside.)
1:1	00E1DA	00E2BC	(【31】【210】のテープルだ)	(An old sturdy table.)
1:1	00E1EF	00E2D3	(つぽが【82】いてある)	(There's a pot here.)
1:1	00E204	00E2E9	(つぽの【40】の【192】が【253】を【5】っている…)	(It's full of glowing liquid.)
1:1	00E227	00E308	(つぽにはふたがしてある)	(The pot is covered with a lid.)
1:1	00E242	00E329	(【136】【137】な【228】【224】に【192】が【43】まっている)	(The containers are transparent.)
1:1	00E263	00E34B	(攻性生物の【259】で【111】った【228】【224】だ)	(It's made from a monster's shell.
1:1	00E282	00E36E	(【40】【212】がすけるほど【260】く【261】ってある…)	The containers are transparent.)
1:1	00E2A7	00E38F	(【56】きなテープルが【13】してある)	(There's some writing.)
1:1	00E2C6	00E3A7	(【31】【210】のテープルだ)	(Don't drink the glowing stuff.)
1:1	00E2DB	00E3C8	(つぽが【82】いてある)	(It's a pot for the liquid.)
1:1	00E2F0	00E3E5	(つぽの【40】の【192】が【253】を【5】っている…)	(The liquid is glowing.)
1:1	00E313	00E3FE	(つぽにはふたがしてある)	(The pot is covered with a lid.)
1:1	00E32E	00E41F	(つぽが【82】いてある)	(There's a pot here.)
1:1	00E343	00E435	(つぽの【40】の【192】が【253】を【5】っている…)	(The stuff inside the pot is glowing.)
